name,price,category,store_name,unit,date
Four Islands Chat Masala ,185.0,spices,Greenvalleys Hypermarket,100g,2025-08-30 15:10:17.684327
Garam Masala Powder ,2999.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Garam Masala Whole ,2999.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Green Fields Ground Cardamon ,799.0,spices,Greenvalleys Hypermarket,50 Gm,2025-08-30 15:10:17.684327
Gyma Bayara Basil ,999.0,spices,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:17.684327
Gyma Bayara Oregano Pizza ,799.0,spices,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:17.684327
Gyma Bayara Paprika Powder ,1779.0,spices,Greenvalleys Hypermarket,1 Kg,2025-08-30 15:10:17.684327
Italiano Five Spice Powder Salt Free Blend ,339.0,spices,Greenvalleys Hypermarket,65gm,2025-08-30 15:10:17.684327
Long Clove ,4749.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Oreal Chinese Black Pep,179.0,spices,Greenvalleys Hypermarket,per Mix 80Gm,2025-08-30 15:10:17.684327
Oreal Chinese Manchurian Mix ,179.0,spices,Greenvalleys Hypermarket,65Gm,2025-08-30 15:10:17.684327
Oreal Chinese Shashlic Mix ,179.0,spices,Greenvalleys Hypermarket,65Gm,2025-08-30 15:10:17.684327
Rai Dana ,1499.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Red Chilli Crushed ,1079.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Red Chilli Powder ,1099.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Rossmoor Dried Parsley ,169.0,spices,Greenvalleys Hypermarket,8 Gm,2025-08-30 15:10:17.684327
Rossmoor Ground Oregano ,99.0,spices,Greenvalleys Hypermarket,25 Gm,2025-08-30 15:10:17.684327
Rossmoor Mixed Herbs ,149.0,spices,Greenvalleys Hypermarket,10 Gm,2025-08-30 15:10:17.684327
Rossmoor Mustard Powder ,119.0,spices,Greenvalleys Hypermarket,100 Gm,2025-08-30 15:10:17.684327
Rossmoor Paprika Powder ,99.0,spices,Greenvalleys Hypermarket,25 Gm,2025-08-30 15:10:17.684327
Rossmoor Rosemary Leaves ,149.0,spices,Greenvalleys Hypermarket,10G,2025-08-30 15:10:17.684327
Rossmoor Thyme Leaves ,149.0,spices,Greenvalleys Hypermarket,10 Gm,2025-08-30 15:10:17.684327
Saunf Sadaa ,1179.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Turmeric Powder ,1079.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Zeera White ,1749.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Ok Eggs White Open X,336.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Menu Open Eggs,295.0,Eggs,Metro,per Dozen,2025-08-30 15:11:00.556665
Menu Eggs ,372.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
White Eggs Loose x,295.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Wahdat Protein Omega ,468.0,Eggs,Metro,3 Eggs Dozen12,2025-08-30 15:11:00.556665
SB Packed Eggs ,930.0,Eggs,Metro,30,2025-08-30 15:11:00.556665
SB Omega Gold Eggs ,444.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
SB Omega Gold Eggs ,1050.0,Eggs,Metro,30,2025-08-30 15:11:00.556665
OK Eggs,336.0,Eggs,Metro,per dozen 12,2025-08-30 15:11:00.556665
Ok White Eggs ,840.0,Eggs,Metro,30,2025-08-30 15:11:00.556665
SB Packed Eggs ,396.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
SB Packed Eggs ,2610.0,Eggs,Metro,90,2025-08-30 15:11:00.556665
Wahdat Protein White Eggs ,384.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Wahdat White Eggs ,2610.0,Eggs,Metro,90,2025-08-30 15:11:00.556665
Eggbox Su,415.0,Eggs,Metro,per Kid Eggs x12,2025-08-30 15:11:00.556665
Eggbox Vita White Eggs x,421.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Eggbox Omega Max Eggs x,471.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Eggbox Fem Folic Eggs x,415.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Eggbox Simply Eggs x,449.0,Eggs,Metro,12,2025-08-30 15:11:00.556665
Sugaries Granulated Brown Sugar ,400.0,Sugar,Metro,1KG,2025-08-30 15:11:07.807205
Gurr,279.0,Sugar,Metro,per KG,2025-08-30 15:11:07.807205
Sugarie Granulated Brown Sugar ,211.0,Sugar,Metro,500 gms,2025-08-30 15:11:07.807205
SUGARIE Brown Sugar Powder ,211.0,Sugar,Metro,500GM,2025-08-30 15:11:07.807205
Chashnik Brown Sugar ,167.0,Sugar,Metro,500GM,2025-08-30 15:11:07.807205
Sugarie Powdered Brown Sugar ,400.0,Sugar,Metro,1KG,2025-08-30 15:11:07.807205
Fine Life White Sugar ,230.0,Sugar,Metro,1KG,2025-08-30 15:11:07.807205
Mother Choice Icing Sugar ,469.0,Sugar,Metro,900 GM,2025-08-30 15:11:07.807205
Mother Choice Caster Sugar ,169.0,Sugar,Metro,300 GM,2025-08-30 15:11:07.807205
Mother Choice Brown Sugar ,169.0,Sugar,Metro,300 GM,2025-08-30 15:11:07.807205
Shakkar,150.0,Sugar,Metro,Per 500GM,2025-08-30 15:11:07.807205
Fine Life White Sugar ,460.0,Sugar,Metro,2KG,2025-08-30 15:11:07.807205
White Sugar,87.0,Sugar,Metro,per 500GM,2025-08-30 15:11:07.807205
Moiz White Refined Sugar ,318.0,Sugar,Metro,2KG,2025-08-30 15:11:07.807205
Mother Choice Icing Sugar ,169.0,Sugar,Metro,300 GM,2025-08-30 15:11:07.807205
Fine Life White Sugar ,169.0,Sugar,Metro,1Kg,2025-08-30 15:11:07.807205
Ok Whole Black Pep,,Salt,Metro,per 100 GM,2025-08-30 15:11:12.577623
Ok Black Pep,,Salt,Metro,per Powder 100 GM,2025-08-30 15:11:12.577623
National Refined Salt ,59.0,Salt,Metro,800 GM,2025-08-30 15:11:12.577623
Metro Chef Pink Salt ,60.0,Salt,Metro,800GM,2025-08-30 15:11:12.577623
National Himalayan Pink Salt ,95.0,Salt,Metro,800GM,2025-08-30 15:11:12.577623
Shan Iodized Salt ,75.0,Salt,Metro,800 GM,2025-08-30 15:11:12.577623
Ok White Pep,489.0,Salt,Metro,per Powder 100 GM,2025-08-30 15:11:12.577623
National Iodized Table Salt ,50.0,Salt,Metro,800 GM,2025-08-30 15:11:12.577623
Metro Chef Iodized Salt ,45.0,Salt,Metro,800 GM,2025-08-30 15:11:12.577623
Dalda Cooking Oil ,2805.0,Oil,Metro,1L x5,2025-08-30 15:11:19.163352
Seasons Corn Oil Can ,6600.0,Oil,Metro,10LTR,2025-08-30 15:11:19.163352
Seasons Corn Oil Bottle ,,Oil,Metro,3LTR,2025-08-30 15:11:19.163352
Dalda Sunflower Oil ,,Oil,Metro,1LTR X5,2025-08-30 15:11:19.163352
Dalda Corn Oil Bottle ,,Oil,Metro,3L,2025-08-30 15:11:19.163352
Rafhan Corn Oil Tin ,14319.0,Oil,Metro,16 L,2025-08-30 15:11:19.163352
Rafhan Corn Oil ,,Oil,Metro,3 LTR,2025-08-30 15:11:19.163352
Shahtaj Canola Oil Stand Up Pouch ,2800.0,Oil,Metro,1X5 Ltr,2025-08-30 15:11:19.163352
Shahtaj Cooking Oil ,2650.0,Oil,Metro,1X5Ltr,2025-08-30 15:11:19.163352
OK Cooking Oil ,2500.0,Oil,Metro,1LTR x5,2025-08-30 15:11:19.163352
OK Cooking Oil ,500.0,Oil,Metro,1Litre,2025-08-30 15:11:19.163352
Mezan Cooking Oil ,545.0,Oil,Metro,1Litre,2025-08-30 15:11:19.163352
Dalda Canola Oil ,2805.0,Oil,Metro,1LTR X 5,2025-08-30 15:11:19.163352
Mezan Cooking Oil ,2700.0,Oil,Metro,1L x5,2025-08-30 15:11:19.163352
Seasons Canola Oil ,2715.0,Oil,Metro,1LTR X 5,2025-08-30 15:11:19.163352
Sufi Canola Oil ,547.0,Oil,Metro,1LTR,2025-08-30 15:11:19.163352
Seasons Canola Oil ,544.0,Oil,Metro,1L,2025-08-30 15:11:19.163352
Sufi Sunflower Oil ,2820.0,Oil,Metro,1LTR x5,2025-08-30 15:11:19.163352
Sufi Canola Oil ,5515.0,Oil,Metro,10LTR,2025-08-30 15:11:19.163352
Canolive Cooking Oil ,2995.0,Oil,Metro,1 LTR X 5,2025-08-30 15:11:19.163352
Eva Cooking Oil Stand up ,565.0,Oil,Metro,1L,2025-08-30 15:11:19.163352
Sufi Canola Oil ,1685.0,Oil,Metro,3LTR,2025-08-30 15:11:19.163352
Dalda Cooking Oil Bottle ,1750.0,Oil,Metro,3LTR,2025-08-30 15:11:19.163352
Sufi Canola Standup Pouch ,2775.0,Oil,Metro,1LTR X5,2025-08-30 15:11:19.163352
Dalda Banaspati Ghee ,2805.0,Ghee,Metro,1KG X5,2025-08-30 15:11:25.884931
Shahtaj Banaspati Ghee ,2720.0,Ghee,Metro,1X5Kg,2025-08-30 15:11:25.884931
Sufi Banaspati Ghee ,553.0,Ghee,Metro,1 KG,2025-08-30 15:11:25.884931
Khajur Cooking Oil ,445.0,Ghee,Metro,1L,2025-08-30 15:11:25.884931
Dalda Banaspati Ghee ,565.0,Ghee,Metro,1 KG,2025-08-30 15:11:25.884931
Sufi Banaspati Ghee ,2800.0,Ghee,Metro,1 KG X 5,2025-08-30 15:11:25.884931
OK Banaspati Ghee ,500.0,Ghee,Metro,1 KG,2025-08-30 15:11:25.884931
Kausar Banaspati Ghee ,520.0,Ghee,Metro,1KG,2025-08-30 15:11:25.884931
Sufi Banaspati Gee ,8720.0,Ghee,Metro,1KG x 16,2025-08-30 15:11:25.884931
Dalda Banaspati Ghee ,1440.0,Ghee,Metro,2.5KG,2025-08-30 15:11:25.884931
Mezan Banaspati Ghee ,2700.0,Ghee,Metro,1 KG X5,2025-08-30 15:11:25.884931
Sufi Banaspati Ghee ,1445.0,Ghee,Metro,2.5 KG,2025-08-30 15:11:25.884931
Dalda Banspati Ghee ,2830.0,Ghee,Metro,5 KG,2025-08-30 15:11:25.884931
Tullo Banaspati Ghee ,2700.0,Ghee,Metro,1KG X5,2025-08-30 15:11:25.884931
Sufi Banaspati Ghee ,8760.0,Ghee,Metro,16KG,2025-08-30 15:11:25.884931
Kausar Banaspati Ghee ,2600.0,Ghee,Metro,1KG x5,2025-08-30 15:11:25.884931
Habib Banaspati Ghee ,540.0,Ghee,Metro,1KG,2025-08-30 15:11:25.884931
NATURELLE Banaspati Ghee ,2600.0,Ghee,Metro,1KG x5,2025-08-30 15:11:25.884931
Golden Sun Banaspati Ghee ,2750.0,Ghee,Metro,1KG x5,2025-08-30 15:11:25.884931
Seasons Banaspati Ghee ,2700.0,Ghee,Metro,1KG X5,2025-08-30 15:11:25.884931
OK Banaspati Ghee ,2500.0,Ghee,Metro,1 KG X5,2025-08-30 15:11:25.884931
Khajur Cooking Oil ,2200.0,Ghee,Metro,1L X5,2025-08-30 15:11:25.884931
Khajur Banaspati Ghee ,2375.0,Ghee,Metro,1Kgx5,2025-08-30 15:11:25.884931
Habib Banaspati Ghee ,2700.0,Ghee,Metro,1KG x5,2025-08-30 15:11:25.884931
Metro Chef Su,,Rice,Metro,per Kernel Basmati RICE WH 5KG,2025-08-30 15:11:31.689784
Ok Awami Rice Pk-,,Rice,Metro,386 1Kg,2025-08-30 15:11:31.689784
Metro Chef Su,,Rice,Metro,per Kernel Basmati Rice WH 1KG,2025-08-30 15:11:31.689784
Fine Life Kainat Sella Rice WH ,,Rice,Metro,1KG,2025-08-30 15:11:31.689784
OK Awami Rice PK-,,Rice,Metro,386 5 KG,2025-08-30 15:11:31.689784
Fine Life Kainat Steamed Rice WH ,,Rice,Metro,1KG,2025-08-30 15:11:31.689784
Supreme Guard Basmati Rice ,2105.0,Rice,Metro,5 KG,2025-08-30 15:11:31.689784
Guard Ultimate Basmati Rice ,2193.0,Rice,Metro,5 KG,2025-08-30 15:11:31.689784
Su,1793.0,Rice,Metro,per Guard Kernel Basmati Rice 5 KG,2025-08-30 15:11:31.689784
Falak Extreme Rice ,2445.0,Rice,Metro,5 KG,2025-08-30 15:11:31.689784
Falak Daily Basmati Rice ,1575.0,Rice,Metro,5 Kg,2025-08-30 15:11:31.689784
Basmati Steam Rice Kaalar ,2099.0,Rice,Metro,5 KG 1121,2025-08-30 15:11:31.689784
Mughal Rice Economy ,1549.0,Rice,Metro,5KG,2025-08-30 15:11:31.689784
Guard Su,11149.0,Rice,Metro,per Kernel Rice 25KG,2025-08-30 15:11:31.689784
Khyber Basmati Rice ,1625.0,Rice,Metro,5 KG,2025-08-30 15:11:31.689784
Su,2575.0,Rice,Metro,per Guard Easy Cook Sella Rice 5 KG,2025-08-30 15:11:31.689784
Kalaar Rice Su,1799.0,Rice,Metro,per Basmati 5KG,2025-08-30 15:11:31.689784
Mughal Pure Basmati Rice ,1849.0,Rice,Metro,5KG,2025-08-30 15:11:31.689784
Metro Chef Kainat Sella Rice WH ,,Rice,Metro,5KG,2025-08-30 15:11:31.689784
Guard Awami Basmati Rice ,1429.0,Rice,Metro,5KG,2025-08-30 15:11:31.689784
Guard Tibar Basmati Rice ,1975.0,Rice,Metro,5 KG,2025-08-30 15:11:31.689784
Guard Brown Rice Jar ,755.0,Rice,Metro,1.5 KG,2025-08-30 15:11:31.689784
Falak Bachat Rice ,1425.0,Rice,Metro,5KG,2025-08-30 15:11:31.689784
Mughal Su,2449.0,Rice,Metro,per Kernel Basmati Rice 5 KG,2025-08-30 15:11:31.689784
Metro Chef Su,1399.0,Flour,Metro,per Fine Atta 15Kg,2025-08-30 15:11:37.884297
Metro Chef Wheat Flour ,1829.0,Flour,Metro,20 Kg,2025-08-30 15:11:37.884297
SUNRIDGE Fortified Chakki Atta ,823.0,Flour,Metro,5KG,2025-08-30 15:11:37.884297
Rafhan Corn Flour ,155.0,Flour,Metro,285 GM,2025-08-30 15:11:37.884297
Punjab Atta No.,899.0,Flour,Metro,1 10Kg Pg,2025-08-30 15:11:37.884297
Yadgar Atta ,1789.0,Flour,Metro,20 Kg,2025-08-30 15:11:37.884297
Sunridge Su,669.0,Flour,Metro,per Fine Atta 5KG,2025-08-30 15:11:37.884297
Metro Chef Wheat Flour ,909.0,Flour,Metro,10 Kg,2025-08-30 15:11:37.884297
Punjab Atta No.,1789.0,Flour,Metro,1 20Kg Pg,2025-08-30 15:11:37.884297
Ghiza Riwayati Atta ,509.0,Flour,Metro,5Kg,2025-08-30 15:11:37.884297
Shams Grains Special Atta ,1652.0,Flour,Metro,20KG,2025-08-30 15:11:37.884297
NL Besan ,475.0,Flour,Metro,1 KG,2025-08-30 15:11:37.884297
Sunridge Su,1329.0,Flour,Metro,per White Atta 10Kg,2025-08-30 15:11:37.884297
Pak Su,579.0,Flour,Metro,per Chakki Atta 5Kg,2025-08-30 15:11:37.884297
Su,409.0,Flour,Metro,per Grain Diet Atta 1Kg,2025-08-30 15:11:37.884297
PAK Su,1515.0,Flour,Metro,per Atta 20KG,2025-08-30 15:11:37.884297
Yadgar Atta ,899.0,Flour,Metro,10 Kg,2025-08-30 15:11:37.884297
Sooji,75.0,Flour,Metro,per 500GM,2025-08-30 15:11:37.884297
Su,419.0,Flour,Metro,per Grain Super Weight Loss Atta 1Kg,2025-08-30 15:11:37.884297
Su,669.0,Flour,Metro,per Grain All Purpose Flour 1KG,2025-08-30 15:11:37.884297
Su,419.0,Flour,Metro,per Grain Chapati Flour 1Kg,2025-08-30 15:11:37.884297
Shandar Su,1710.0,Flour,Metro,per Fine 20Kg,2025-08-30 15:11:37.884297
PAK Su,765.0,Flour,Metro,per Atta 10KG,2025-08-30 15:11:37.884297
SHAMS GRAINS SPECIAL ATTA ,826.0,Flour,Metro,10KG,2025-08-30 15:11:37.884297
Lipton Danedar ,,Teas,Metro,430G,2025-08-30 15:11:43.920887
Supreme Brooke Bond Black Tea Leaf ,2999.0,Teas,Metro,1.75Kg,2025-08-30 15:11:43.920887
Lipton Yellow Label Black Tea ,,Teas,Metro,50 Tea Bags,2025-08-30 15:11:43.920887
Tapal Lemon Grass Teabag ,649.0,Teas,Metro,90 Tea Bags,2025-08-30 15:11:43.920887
Tapal Danedar Black Tea ,,Teas,Metro,1750GM,2025-08-30 15:11:43.920887
Tapal Danedar Black Tea Leaves ,,Teas,Metro,450GM,2025-08-30 15:11:43.920887
Brookebond Supreme ,,Teas,Metro,430G,2025-08-30 15:11:43.920887
Lipton Green Tea Pure Classic ,,Teas,Metro,25 Tea Bags,2025-08-30 15:11:43.920887
Lipton Green Tea ,299.0,Teas,Metro,25 Sachets Mixed Berries,2025-08-30 15:11:43.920887
Tapal Danedar Black Tea ,849.0,Teas,Metro,430GM,2025-08-30 15:11:43.920887
Tapal Danedar Hard Pack ,359.0,Teas,Metro,190GM,2025-08-30 15:11:43.920887
Tapal Danedar Black Tea ,1750.0,Teas,Metro,900GM,2025-08-30 15:11:43.920887
Tapal Danedar Black Tea ,689.0,Teas,Metro,350GM,2025-08-30 15:11:43.920887
Tapal Lemon Green Teabags ,239.0,Teas,Metro,45GM,2025-08-30 15:11:43.920887
Tapal Tea Family Mixture Hard Pack ,379.0,Teas,Metro,170 GM,2025-08-30 15:11:43.920887
Lipton Green Tea Lemon Honey ,275.0,Teas,Metro,25 Tea Bags,2025-08-30 15:11:43.920887
Tapal Danedar Teabags Knotted ,3299.0,Teas,Metro,600P,2025-08-30 15:11:43.920887
Tapal Black Tea Leaves Family Mixture ,899.0,Teas,Metro,450 GM,2025-08-30 15:11:43.920887
Vital Tea Leaves ,189.0,Teas,Metro,95gm,2025-08-30 15:11:43.920887
Tapal Black Tea Leaves Family Mixture ,1699.0,Teas,Metro,900 GM,2025-08-30 15:11:43.920887
Tapal Tez Dum Black Tea Leaves Pouch Pack ,899.0,Teas,Metro,430 GM,2025-08-30 15:11:43.920887
Tapal Green Teabag Mint ,249.0,Teas,Metro,30 P,2025-08-30 15:11:43.920887
Tapal Tez Dum Black Tea Leaves Hard Pack ,189.0,Teas,Metro,95 GM,2025-08-30 15:11:43.920887
Tapal Envelope Tea Bags ,999.0,Teas,Metro,200 GM,2025-08-30 15:11:43.920887
Ol,4175.0,Milk,Metro,pers Milk 1500ML x8,2025-08-30 15:11:49.369638
Haleeb Milk ,2450.0,Milk,Metro,250 ML x27,2025-08-30 15:11:49.369638
Nurpur Milk UHT ,525.0,Milk,Metro,1.5L,2025-08-30 15:11:49.369638
Ol,94.0,Milk,Metro,pers Milk Pouch 250ML,2025-08-30 15:11:49.369638
Nurpur Milk ,3745.0,Milk,Metro,1.5L x8,2025-08-30 15:11:49.369638
Asli UHT Milk ,299.0,Milk,Metro,1000ML,2025-08-30 15:11:49.369638
MilkFields UHT Full Cream Milk ,309.0,Milk,Metro,1L,2025-08-30 15:11:49.369638
MilkFields UHT Full Cream Milk ,81.0,Milk,Metro,250ML,2025-08-30 15:11:49.369638
Nestle Milkpak ,95.0,Milk,Metro,250ML,2025-08-30 15:11:49.369638
Ol,94.0,Milk,Metro,pers Milk 250ML,2025-08-30 15:11:49.369638
Asli UHT Milk ,3540.0,Milk,Metro,1000ML x12,2025-08-30 15:11:49.369638
Nurpur Uht Milk ,2375.0,Milk,Metro,250Ml X28,2025-08-30 15:11:49.369638
Ok White Chana Big ,375.0,pulses,Metro,7-8mm -W-,2025-08-30 15:11:55.057948
Metro Chef Black Chana ,299.0,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK Red Lobia,250.0,pulses,Metro,Per 500GM,2025-08-30 15:11:55.057948
OK Black Chana ,,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK Daal Chana ,,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK Daal Masoor Whole ,,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK White Chana Small ,,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK Daal Mong Washed ,,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK DAAL MASOOR WASHED WH ,285.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK Daal Mash Washed ,459.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK Daal Masoor Washed,275.0,pulses,Metro,per KG,2025-08-30 15:11:55.057948
Metro Chef Daal Masoor Whole ,325.0,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK White Chana Big ,,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
OK Daal Mong Washed,379.0,pulses,Metro,per KG,2025-08-30 15:11:55.057948
OK Daal Mash Washed,449.0,pulses,Metro,per KG,2025-08-30 15:11:55.057948
Metro Chef Daal Masoor Washed ,335.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK Lobia White ,329.0,pulses,Metro,1Kg,2025-08-30 15:11:55.057948
Metro Chef White Chana Large ,409.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
Metro Chef Daal Mash Washed ,509.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
NL White Chana ,499.0,pulses,Metro,1 KG,2025-08-30 15:11:55.057948
NL Masoor Whole ,499.0,pulses,Metro,1 KG,2025-08-30 15:11:55.057948
NL Mix Daal Family Pack ,1249.0,pulses,Metro,500GM x 5,2025-08-30 15:11:55.057948
Metro Chef Daal Mong Washed ,439.0,pulses,Metro,1KG,2025-08-30 15:11:55.057948
OK Baisin,340.0,pulses,Metro,per KG,2025-08-30 15:11:55.057948
National Iodized Table Salt ,50.0,spices,Metro,800 GM,2025-08-30 15:12:03.686549
National Refined Salt ,59.0,spices,Metro,800 GM,2025-08-30 15:12:03.686549
National Chaat Masala ,165.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Ok Green Cardamom ,709.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Biryani Masala ,135.0,spices,Metro,45 GM,2025-08-30 15:12:03.686549
National Qorma Masala ,135.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Achar Gosht Masala ,135.0,spices,Metro,50 GM X1,2025-08-30 15:12:03.686549
Ok Whole Black Pep,,spices,Metro,per 100 GM,2025-08-30 15:12:03.686549
Shan Chicken Tikka ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Black Pep,259.0,spices,Metro,per Powder 50 GM,2025-08-30 15:12:03.686549
National Fish Masala ,129.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Karahi Gosht Masala ,135.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Seekh Kabab Masala ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Tikka Boti Masala ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Nihari Masala ,145.0,spices,Metro,60 GM,2025-08-30 15:12:03.686549
Shan Tandoori Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Ok White Pep,489.0,spices,Metro,per Powder 100 GM,2025-08-30 15:12:03.686549
National Kasuri Methi ,69.0,spices,Metro,25 GM,2025-08-30 15:12:03.686549
Shan Shahi Haleem Mix ,346.0,spices,Metro,300 GM,2025-08-30 15:12:03.686549
Shan Qorma Masala ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Shami Kabab Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Chicken Tikka ,275.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Shan Qorma Masala ,275.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Shan Punjabi Pulao Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Fish Masala ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Ok Clove ,479.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
National Shami Kabab Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Fry Karahi Gosht ,140.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Garam Masala Powder ,319.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Haleem Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Nihari Masala ,275.0,spices,Metro,120 GM,2025-08-30 15:12:03.686549
National Qorma Masala ,1450.0,spices,Metro,1 KG,2025-08-30 15:12:03.686549
Shan kali Mirch Powder ,209.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Sindhi Biryani Masala ,275.0,spices,Metro,130GM,2025-08-30 15:12:03.686549
National Tikka Masala ,1450.0,spices,Metro,1 KG,2025-08-30 15:12:03.686549
Shan Garam Masala ,319.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Vatani Coriander Seed ,572.0,spices,Metro,350GM,2025-08-30 15:12:03.686549
OK Garlic Powder ,99.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
OK Misri ,69.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
OK White Cumin Seed ,209.0,spices,Metro,100gm,2025-08-30 15:12:03.686549
OK Ispaghol Husk ,619.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
OK Ginger Powder ,125.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
OK White Sesame Seeds ,109.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
Ok Khushk Methi ,39.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Coriander Whole Seeds,425.0,spices,Metro,Per 500GM,2025-08-30 15:12:03.686549
Isapghol Chilka,520.0,spices,Metro,per 100GM,2025-08-30 15:12:03.686549
OK Garam Masala Whole ,1029.0,spices,Metro,200GM,2025-08-30 15:12:03.686549
Ok Turmeric Powder ,,spices,Metro,200 GM,2025-08-30 15:12:03.686549
National Chaat Masala ,98.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Iodized Salt ,75.0,spices,Metro,800 GM,2025-08-30 15:12:03.686549
Ok Red Chilli Crushed ,229.0,spices,Metro,200 GM,2025-08-30 15:12:03.686549
Ok Coriander Whole ,209.0,spices,Metro,200 GM,2025-08-30 15:12:03.686549
Shan Sindhi Biryani ,145.0,spices,Metro,60 GM,2025-08-30 15:12:03.686549
National Tikka Masala ,135.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
Shan Chat Masala ,189.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Till White Sesame seeds,80.0,spices,Metro,Per 100GM,2025-08-30 15:12:03.686549
Chaar Gond,120.0,spices,Metro,Per 100GM,2025-08-30 15:12:03.686549
Ok Cinnamon Stick ,169.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Shan Bombay Biryani ,145.0,spices,Metro,60 GM,2025-08-30 15:12:03.686549
Shan Biryani Masala ,275.0,spices,Metro,100GM,2025-08-30 15:12:03.686549
National Red Chilli Powder ,320.0,spices,Metro,200 GM,2025-08-30 15:12:03.686549
Shan Biryani Masala ,145.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Red Chilli Powder ,759.0,spices,Metro,400 GM,2025-08-30 15:12:03.686549
National Sindhi Biryani Masala ,149.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
National Turmeric Haldi Powder ,269.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
National Achar Gosht Masala ,262.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
National Qorma Masala ,262.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Shan Chappli Kabab ,149.0,spices,Metro,100 GM,2025-08-30 15:12:03.686549
Shan Chat Masala ,119.0,spices,Metro,50 GM,2025-08-30 15:12:03.686549
