name,price,category,store_name,unit,date
CANOLIVE BANASPATI GHEE ,1350.0,Ghee,Al-Fateh,2.5 KG,2025-08-30 15:03:20.185841
CANOLIVE BANASPATI GHEE ,2645.0,Ghee,Al-Fateh,5 KG,2025-08-30 15:03:20.185841
PAKPURE DESI GHEE ,14300.0,Ghee,Al-Fateh,5 KG,2025-08-30 15:03:20.185841
FRATELLI MANTOVA GHEE BUTTER SPRAY ,3900.0,Ghee,Al-Fateh,200ML,2025-08-30 15:03:20.185841
SULTAN BANASPATI GHEE BUCKET ,1445.0,Ghee,Al-Fateh,2.5 KG,2025-08-30 15:03:20.185841
SHAFAQ BANASPATI GHEE TIN ,1525.0,Ghee,Al-Fateh,2.5 KG,2025-08-30 15:03:20.185841
GUARD SUPREME BASMATI RICE ,525.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
GUARD RICE BASMATI ULTIMATE ,535.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
BASMATI RICE ZB ,290.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
RICE BASMATTI EXPORT QUALITY ,860.0,Rice,Al-Fateh,2 KG,2025-08-30 15:03:38.039455
SELLA RICE ,385.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
GUARD ULTIMATE BASMATI RICE ,2695.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
RICE BASMATI EXPORT QUALITY ,2145.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
RICE BASMATI EXPORT QUALITY ,430.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
GUARD SUPREME BASMATI RICE ,2595.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
GUARD RICE EASY COOK PARBOILED ,515.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
GUARD SUPREME BASMATI RICE ,1045.0,Rice,Al-Fateh,2 KG,2025-08-30 15:03:38.039455
RICE TOTA ,260.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FALAK BASMATI RICE EXTREME ,499.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FF AROME SU,410.0,Rice,Al-Fateh,PER BASMATI RICE 1KG,2025-08-30 15:03:38.039455
FF AROME SU,820.0,Rice,Al-Fateh,PER BASMATI RICE 2KG,2025-08-30 15:03:38.039455
FALAK BASMATI RICE EXTREME ,2.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
FF AROME BASMATI RICE STEAM ,2350.0,Rice,Al-Fateh,3X 5 KG - YELLOW,2025-08-30 15:03:38.039455
FALAK DAILY BASMETI RICE ,285.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FALAK SU,475.0,Rice,Al-Fateh,PER KERNEL RICE PREMIUM 1 KG,2025-08-30 15:03:38.039455
FALAK SELECT SU,410.0,Rice,Al-Fateh,PER KERNEL BASMATI RICE 1 KG,2025-08-30 15:03:38.039455
FF AROME RICE NATURAL ,2350.0,Rice,Al-Fateh,5 KG - ORANGE,2025-08-30 15:03:38.039455
GUARD BROWN BASMATI RICE ,750.0,Rice,Al-Fateh,1.5 KG,2025-08-30 15:03:38.039455
FF AROME RICE NATURAL ,495.0,Rice,Al-Fateh,3X 1 KG - ORANGE,2025-08-30 15:03:38.039455
FALAK BROWN BASMATI RICE ,399.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FALAK DAILY BASMETI RICE ,1445.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
GUARD SUPREME BASMATI RICE ,5195.0,Rice,Al-Fateh,10 KG,2025-08-30 15:03:38.039455
FF AROME RICE NATURAL ,965.0,Rice,Al-Fateh,3X 2 KG - ORANGE,2025-08-30 15:03:38.039455
FF AROME BASMATI RICE STEAM ,495.0,Rice,Al-Fateh,3X 1 KG - YELLOW,2025-08-30 15:03:38.039455
FF AROME BASMATI RICE STEAM ,965.0,Rice,Al-Fateh,3X 2 KG - YELLOW,2025-08-30 15:03:38.039455
FALAK BASMATI RICE BROWN ORGANIC JAR ,825.0,Rice,Al-Fateh,1.5 KG,2025-08-30 15:03:38.039455
FALAK SU,2.0,Rice,Al-Fateh,PER KERNEL RICE PREMIUM 5 KG,2025-08-30 15:03:38.039455
FF AROME SELLA RICE ,950.0,Rice,Al-Fateh,3X 2 KG,2025-08-30 15:03:38.039455
FALAK SELECT SU,2.0,Rice,Al-Fateh,PER KERNEL BASMATI RICE 5KG,2025-08-30 15:03:38.039455
FF AROME PB-,945.0,Rice,Al-Fateh,7 ULTIMATE BASMATI RICE 2 KG,2025-08-30 15:03:38.039455
FF AROME SU,455.0,Rice,Al-Fateh,PER BASMATI RICE BROWN 2X 1 KG,2025-08-30 15:03:38.039455
FF AROME SELLA RICE ,485.0,Rice,Al-Fateh,3X 1 KG - PURPLE,2025-08-30 15:03:38.039455
FF AROME PB-,2325.0,Rice,Al-Fateh,7 ULTIMATE BASMATI RICE 5 KG,2025-08-30 15:03:38.039455
FALAK BASMATI RICE EXTREME ,4195.0,Rice,Al-Fateh,10 KG,2025-08-30 15:03:38.039455
FF AROME PB-,495.0,Rice,Al-Fateh,7 ULTIMATE BASMATI RICE 1 KG,2025-08-30 15:03:38.039455
FF AROME SELLA RICE ,2295.0,Rice,Al-Fateh,3X 5 KG PURPPLE,2025-08-30 15:03:38.039455
FF AROME SU,865.0,Rice,Al-Fateh,PER BASMATI RICE NATURAL 2X 2 KG - RED,2025-08-30 15:03:38.039455
FALAK BACHAT LONG GRAIN RICE ,320.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FF AROME SU,2125.0,Rice,Al-Fateh,PER BASMATI RICE NATURAL 5 KG - RED,2025-08-30 15:03:38.039455
FF AROME SU,445.0,Rice,Al-Fateh,PER BASMATI RICE NATURAL 2X 1 KG - RED,2025-08-30 15:03:38.039455
FALAK EASY COOK SELLA BASMATI RICE ,470.0,Rice,Al-Fateh,1KG,2025-08-30 15:03:38.039455
FALAK BROWN BASMATI RICE ,675.0,Rice,Al-Fateh,1.5KG PCS,2025-08-30 15:03:38.039455
FF AROME SUSHI RICE ,2395.0,Rice,Al-Fateh,2 KG,2025-08-30 15:03:38.039455
FALAK SU,3995.0,Rice,Al-Fateh,PER KERNEL RICE PREMIUM 10 KG,2025-08-30 15:03:38.039455
FALAK EASY COOK SELLA BASMATI RICE ,2345.0,Rice,Al-Fateh,5KG,2025-08-30 15:03:38.039455
FF AROME BLACK BERMA RICE ,795.0,Rice,Al-Fateh,900 GM,2025-08-30 15:03:38.039455
FALAK SELECT BASMETI RICE ,3495.0,Rice,Al-Fateh,10 KG,2025-08-30 15:03:38.039455
FALAK BACHAT LONG GRAIN RICE ,1310.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
FALAK PESHAWARI SELLA RICE ,475.0,Rice,Al-Fateh,1KG,2025-08-30 15:03:38.039455
SANDAL PREMIUM SU,430.0,Rice,Al-Fateh,PER BASMATI RICE SELLA 1 KG,2025-08-30 15:03:38.039455
FF AROME BLACK RICE SHORT GRAIN SALAD ,455.0,Rice,Al-Fateh,500 GM,2025-08-30 15:03:38.039455
SANDAL EVERY DAY PREMIUM RICE SELLA ,435.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
SANDAL PREMIUM SU,430.0,Rice,Al-Fateh,PER BASMATI RICE STEAM 1 KG,2025-08-30 15:03:38.039455
SANDAL PREMIUM EXTRA LONG BASMATI RICE SELLA ,450.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
SANDAL PREMIUM EXTRA LONG BASMATI RICE STEAM ,460.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
FALAK PESHAWARI SELLA RICE ,2365.0,Rice,Al-Fateh,5KG,2025-08-30 15:03:38.039455
KHICHRY BROKEN BASMATI RICE ,1045.0,Rice,Al-Fateh,5 KG,2025-08-30 15:03:38.039455
SANDAL EVERYDAY PREMIUM RICE STEAM ,435.0,Rice,Al-Fateh,1 KG,2025-08-30 15:03:38.039455
THE RICE FACTORY BASMATI RICE EXTRA LONG GRAIN ,2245.0,Rice,Al-Fateh,1121 5KG,2025-08-30 15:03:38.039455
HASSAN ,2295.0,Rice,Al-Fateh,1121 STEAMED BASMATI RICE 5 KG,2025-08-30 15:03:38.039455
MAIDA SPECIAL QUALITY ,110.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
SUNRIDGE FORTIFIED CHAKKI ATTA ,690.0,Flour,Al-Fateh,5KG,2025-08-30 15:03:51.327577
MAIDA S,55.0,Flour,Al-Fateh,PCIAL QUALITY 500 GM,2025-08-30 15:03:51.327577
ATTA POWDER SPECIAL ,790.0,Flour,Al-Fateh,10 KG,2025-08-30 15:03:51.327577
ATTA POWDER SPECIAL ,1580.0,Flour,Al-Fateh,20 KG,2025-08-30 15:03:51.327577
REANA FOODS ORGANIC GLUTEN FREE FLOUR ,695.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
FF COUNTRY FLOUR ,600.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
SUNRIDGE PREMIUM QUALITY MAIDA ,160.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
SUNNY WHITE ATTA ,630.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
FF COUNTRY FLOUR ,1200.0,Flour,Al-Fateh,10 KG,2025-08-30 15:03:51.327577
SUNRIDGE DIGESTIVE ATTA FIBER FIT ,690.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
GRAIN ATTA ,630.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
DAALI WHOLE WHEAT FINE GROUND ,630.0,Flour,Al-Fateh,5KG,2025-08-30 15:03:51.327577
KISAN FIRNI POWDER ,85.0,Flour,Al-Fateh,400 GM,2025-08-30 15:03:51.327577
VIRSA MULTIGRAIN FLOUR ,2095.0,Flour,Al-Fateh,5KG,2025-08-30 15:03:51.327577
DAALI WHOLE WHEAT ATTA ,630.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
DAALI EARTHFOODS BARLEY FLOUR ,315.0,Flour,Al-Fateh,700 GM,2025-08-30 15:03:51.327577
DAALI ATTA DIET AND DIABETIC ,690.0,Flour,Al-Fateh,2 KG,2025-08-30 15:03:51.327577
SUNRIDGE PREMIUM QUALITY MAIDA ,85.0,Flour,Al-Fateh,500 GM,2025-08-30 15:03:51.327577
KISAN ATTA BAJRA ,105.0,Flour,Al-Fateh,500 GM BASIC,2025-08-30 15:03:51.327577
FALAK GRAM FLOUR BESAN ,645.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
SUNRIDGE HIGH FIBER ATTA ,270.0,Flour,Al-Fateh,2KG,2025-08-30 15:03:51.327577
REANA ORGANIC MULTI GRAIN FLOUR ,1899.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
MEHAR CHAKKI ATTA ,615.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
FALAK WITH RICE FLOUR POWDER ,295.0,Flour,Al-Fateh,1KG,2025-08-30 15:03:51.327577
DAALI ,595.0,Flour,Al-Fateh,4 GRAIN ATTA 2 KG,2025-08-30 15:03:51.327577
REANA ORGANIC MULTI GRAIN PREMIUM FLOUR ,565.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
VIRSA MULTIGRAIN GLUTEN FREE FLOUR ,1295.0,Flour,Al-Fateh,2KG,2025-08-30 15:03:51.327577
ECO WHOLE GRAIN RICE FLOUR ,270.0,Flour,Al-Fateh,700 GM,2025-08-30 15:03:51.327577
SUNBEAM CORN FLOUR ,404.0,Flour,Al-Fateh,800GM,2025-08-30 15:03:51.327577
SUNNY WHITE ATTA ,1245.0,Flour,Al-Fateh,10 KG,2025-08-30 15:03:51.327577
SUNBEAM BARLEY FLOUR POUCH ,511.0,Flour,Al-Fateh,800 GM,2025-08-30 15:03:51.327577
KISAN WHEAT CHOKER FLOUR ,80.0,Flour,Al-Fateh,500 GM,2025-08-30 15:03:51.327577
SUNRIDGE BESAN ,380.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
REANA ORGANIC GLUTEN FREE FLOUR ,2745.0,Flour,Al-Fateh,4 KG,2025-08-30 15:03:51.327577
ECO ALMOND FLOUR ,1670.0,Flour,Al-Fateh,300 GM,2025-08-30 15:03:51.327577
ECO WHOLE GRAIN BARLEY FLOUR ,370.0,Flour,Al-Fateh,700 GM,2025-08-30 15:03:51.327577
ECO ALL PURPOSE FLOUR ,720.0,Flour,Al-Fateh,2KG,2025-08-30 15:03:51.327577
DAALI BAJRA ATTA GLUTEN FREE ,190.0,Flour,Al-Fateh,500 GM,2025-08-30 15:03:51.327577
UNCLE BARNS TEMPURA FLOUR CRISPY ,945.0,Flour,Al-Fateh,1 KG,2025-08-30 15:03:51.327577
KISAN SUGAR FREE ATTA ,270.0,Flour,Al-Fateh,PC,2025-08-30 15:03:51.327577
ECO TEMPORA FLOUR ,290.0,Flour,Al-Fateh,300 GM,2025-08-30 15:03:51.327577
GOGI TEMPURA FLOUR ,745.0,Flour,Al-Fateh,500 GM,2025-08-30 15:03:51.327577
DAALI RICE GLUTEN FREE FLOUR ,270.0,Flour,Al-Fateh,500 GM,2025-08-30 15:03:51.327577
SUNBEAM MAIZE FLOUR WHITE CORN ,418.0,Flour,Al-Fateh,400 GM,2025-08-30 15:03:51.327577
REANA ORGANIC DIABETIC FLOUR ,1799.0,Flour,Al-Fateh,5 KG,2025-08-30 15:03:51.327577
TAPAL DANEDAR TEA ECONOMY POUCH ,720.0,Teas,Al-Fateh,350 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA PROMO SAVE RS.,360.0,Teas,Al-Fateh,20 170 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR ,920.0,Teas,Al-Fateh,100 TEA BAGS 200 GM,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL BLK TEA ,1145.0,Teas,Al-Fateh,430 GM CP,2025-08-30 15:04:08.950141
TAPAL DANEDAR ,99.0,Teas,Al-Fateh,3IN1 INSTANT TEA WITH ELACHI 20GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR ,995.0,Teas,Al-Fateh,80 ROUND TEA BAGS 200 GM,2025-08-30 15:04:08.950141
LIPTON TEA YELLOW LABEL ,1145.0,Teas,Al-Fateh,100 BAGS 200 GM,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL BLACK TEA ,2195.0,Teas,Al-Fateh,900 GM,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL DANEDAR TEA ,1145.0,Teas,Al-Fateh,430 GM CP,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA BAGS ,240.0,Teas,Al-Fateh,25 PCS 50 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR REGULAR TEA BAG ,475.0,Teas,Al-Fateh,50S 100 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR ENVELOPED ,920.0,Teas,Al-Fateh,100 TEA BAGS 200 GM,2025-08-30 15:04:08.950141
LIPTON TEA YELLOW LABEL ,575.0,Teas,Al-Fateh,50 TEA BAGS 100 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA JAR ,1095.0,Teas,Al-Fateh,440 GM,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL DANEDAR TEA ,399.0,Teas,Al-Fateh,170 GM CP,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL DANEDAR STRONG TEA JAR ,1495.0,Teas,Al-Fateh,475 GM,2025-08-30 15:04:08.950141
TAPAL TEA TEZDUM POUCH ,875.0,Teas,Al-Fateh,430 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR ELAICHI ,220.0,Teas,Al-Fateh,80 GM HARD PACKS,2025-08-30 15:04:08.950141
LIPTON DANEDAR BLACK TEA ,2195.0,Teas,Al-Fateh,900 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS LEMON ,240.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA MOROCCAN MINT ,240.0,Teas,Al-Fateh,30 BAG 45 GM,2025-08-30 15:04:08.950141
LIPTON TEA YELLOW LABEL ,295.0,Teas,Al-Fateh,25 BLACK TEA BAGS 50 GM,2025-08-30 15:04:08.950141
TAPAL FAMILY MIXTURE TEA ECONOMY PACK ,895.0,Teas,Al-Fateh,430 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS SELECTION PACK ,250.0,Teas,Al-Fateh,32 BAGS 48 GM,2025-08-30 15:04:08.950141
LIPTON YELLOW LABEL BLK TEA ,220.0,Teas,Al-Fateh,85 GM -CP,2025-08-30 15:04:08.950141
LIPTON GREEN TEA ZESTY LEMON HONEY ,295.0,Teas,Al-Fateh,25BAGS,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA BAGS ENVELOP ELAICHI ,560.0,Teas,Al-Fateh,50S 100 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS TROPICAL PEACH ,240.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
TAPAL ROUND TEA BAGS ,245.0,Teas,Al-Fateh,16 PCS 40 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA PURE GREEN ,240.0,Teas,Al-Fateh,30 BAGS 45 GM BASIC,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS ELAICHI ,240.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA VALUE PACK ,895.0,Teas,Al-Fateh,430 GM,2025-08-30 15:04:08.950141
LIPTON GREEN TEA LUSCIOUS MIXED BERRIES ,295.0,Teas,Al-Fateh,25BAGS,2025-08-30 15:04:08.950141
TAPAL DANEDAR PACK ,190.0,Teas,Al-Fateh,85 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS LEMON ,695.0,Teas,Al-Fateh,90 BAGS 135 GM,2025-08-30 15:04:08.950141
TAPAL FAMILY MIXTURE TEA ,375.0,Teas,Al-Fateh,170 GM,2025-08-30 15:04:08.950141
TAPAL TEA TEZ DUM ECONOMY PACK ,1775.0,Teas,Al-Fateh,900 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS GINGER HONEY ,240.0,Teas,Al-Fateh,30PCS 45 GM,2025-08-30 15:04:08.950141
TAPAL TEZDUM PACK ,375.0,Teas,Al-Fateh,170 GM,2025-08-30 15:04:08.950141
TAPAL TEA FAMILY MIXTURE POUCH ,1795.0,Teas,Al-Fateh,900 GM,2025-08-30 15:04:08.950141
TAPAL JASMINE GREEN TEA JAR ,285.0,Teas,Al-Fateh,100 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR JAR ,450.0,Teas,Al-Fateh,200 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS ENGLISH BREAKFAST ,445.0,Teas,Al-Fateh,25PCS 50 GM,2025-08-30 15:04:08.950141
BROOKE BOND SUPREME TEA ,190.0,Teas,Al-Fateh,80 GM CP,2025-08-30 15:04:08.950141
AHMAD TEA BAGS SLEEP CAMOMILE HONEY & LAVENDER ,745.0,Teas,Al-Fateh,20S 30 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA JASMIN ,240.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
TAPAL GREEN TEA LEMON GRASS JAR ,285.0,Teas,Al-Fateh,100 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS EARL GREY TEA ,445.0,Teas,Al-Fateh,25PCS 50 GM,2025-08-30 15:04:08.950141
LEMON GRASS TEA FAT FREE ,190.0,Teas,Al-Fateh,200 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS SLIM LEMON MATE & MATCHA GREEN TEA ,745.0,Teas,Al-Fateh,20S 30 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR MASALA TEA ,100.0,Teas,Al-Fateh,3 IN 1 20 GM,2025-08-30 15:04:08.950141
VITAL EASTERN TEA POUCH ,825.0,Teas,Al-Fateh,430 GM PACK,2025-08-30 15:04:08.950141
TAPAL GREEN TEA STRAWBERRY BLISS ,240.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
VITAL EASTERN TEA POUCH ,1645.0,Teas,Al-Fateh,900 GM ECONOMY PACK,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA ,375.0,Teas,Al-Fateh,170 GM,2025-08-30 15:04:08.950141
TAPAL TEZDUM ,190.0,Teas,Al-Fateh,85 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS CAMMOMILE & LEMONGRASS ,745.0,Teas,Al-Fateh,20PCS 30 GM,2025-08-30 15:04:08.950141
LIPTON GREEN TEA PURE CLASSIC NON-BITTER ,295.0,Teas,Al-Fateh,25BAGS 32.5 GM,2025-08-30 15:04:08.950141
TAPAL FAMILY MIXTURE PACK ,190.0,Teas,Al-Fateh,85 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA ,3195.0,Teas,Al-Fateh,1600 GMS,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA BAGS ,3495.0,Teas,Al-Fateh,600PCS 1200GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS DIGEST SWEET MINT & FENNEL ,745.0,Teas,Al-Fateh,20S 30 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR JAR ,1200.0,Teas,Al-Fateh,350 GM CP,2025-08-30 15:04:08.950141
LIPTON ENGLISH BREAKFAST ,480.0,Teas,Al-Fateh,25 ENVELOPE TEA BAGS,2025-08-30 15:04:08.950141
TAPAL GREEN TEA BAGS MANGO ,240.0,Teas,Al-Fateh,30PCS 45 GM,2025-08-30 15:04:08.950141
TAPAL INFUSIONS HIBISCUS GRREN TEA ,285.0,Teas,Al-Fateh,10 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS IMMUNE LEMON GINGER & TURMERIC ,745.0,Teas,Al-Fateh,20S 30 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS FRUIT & HERBAL DETOX ,795.0,Teas,Al-Fateh,20PCS 40 GM,2025-08-30 15:04:08.950141
TAPAL FAMILY MIXTURE JAR ,1095.0,Teas,Al-Fateh,440 GM,2025-08-30 15:04:08.950141
KHWAJA KENYA TEA ,1095.0,Teas,Al-Fateh,500 GM,2025-08-30 15:04:08.950141
VITAL EASTERN TEA ,350.0,Teas,Al-Fateh,170 GM,2025-08-30 15:04:08.950141
TAPAL DANEDAR TEA PROMO SAVE RS.,2995.0,Teas,Al-Fateh,200 1600 GM,2025-08-30 15:04:08.950141
LIPTON EARL GREY ,480.0,Teas,Al-Fateh,25 ENVELOPE TEA BAGS,2025-08-30 15:04:08.950141
AHMAD TEA BAGS BEAUTY PEACH CAROB & ROSE PETAL ,745.0,Teas,Al-Fateh,20S 30 GM,2025-08-30 15:04:08.950141
KING KASHMIRI TEA ,450.0,Teas,Al-Fateh,20 TEA BAGS,2025-08-30 15:04:08.950141
DEER TEA TEZPATTI KARAKDANA ,370.0,Teas,Al-Fateh,170 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS JASMINE GREEN TEA ,445.0,Teas,Al-Fateh,25PCS 50 GM,2025-08-30 15:04:08.950141
SUNBEAM LEMON GRASS TEA ,325.0,Teas,Al-Fateh,150 GM,2025-08-30 15:04:08.950141
CATHERINE SLIMING TEA HERBAL VANILLA ,1895.0,Teas,Al-Fateh,32 BAGS 165 GM,2025-08-30 15:04:08.950141
HERB OREAL SENNA MEKKI TEA BAGS ,365.0,Teas,Al-Fateh,20 PCS,2025-08-30 15:04:08.950141
CATHERINE SLIMING TEA HERBAL INFUSION ,1895.0,Teas,Al-Fateh,32 BAGS 165 GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA GINGER ,1245.0,Teas,Al-Fateh,25 TEA BAGS 40 GM,2025-08-30 15:04:08.950141
KING KASHMIRI TEA BAGS SAFRON FLAVOUR ,560.0,Teas,Al-Fateh,20 PC,2025-08-30 15:04:08.950141
HERB OREAL MORINGA TEA BAGS ,365.0,Teas,Al-Fateh,20 PCS,2025-08-30 15:04:08.950141
KHWAJA KENYA TEA ,550.0,Teas,Al-Fateh,250 GM,2025-08-30 15:04:08.950141
HEMANI HERBAL TEA WITH MINT SLIM & SMART ,320.0,Teas,Al-Fateh,20 BAGS 40 GM,2025-08-30 15:04:08.950141
TAPAL INFUSOINS BLACK CURRENT GREEN TEA ,285.0,Teas,Al-Fateh,10 GM,2025-08-30 15:04:08.950141
AHMAD TEA AT,695.0,Teas,Al-Fateh,697E ALUMINIUM ENVELOPED FRUITY TEA BAGS LEMON &,2025-08-30 15:04:08.950141
VITAL EASTERN TEA JAR ,999.0,Teas,Al-Fateh,440 GM,2025-08-30 15:04:08.950141
AHMAD TEA BAGS FRUIT & HERB LEMON & GINGER ,795.0,Teas,Al-Fateh,40 GM,2025-08-30 15:04:08.950141
VITAL EASTERN TEA BAGS ROUND ,895.0,Teas,Al-Fateh,80S 200 GM,2025-08-30 15:04:08.950141
LIFESTYLE KASHMIRI TEA JAR ,650.0,Teas,Al-Fateh,200 GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA & LEMON ,1495.0,Teas,Al-Fateh,25 TEA BAGS 40 GM BASIC,2025-08-30 15:04:08.950141
SLIMMING TEA HERB ,1495.0,Teas,Al-Fateh,50 BAGS 41 GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA MINT ,1245.0,Teas,Al-Fateh,25 TEA BAGS 37.5 GM,2025-08-30 15:04:08.950141
HEMANI TEA SLIM PLUS ENHANCED FORMULA ,320.0,Teas,Al-Fateh,20 BAGS 40 GM,2025-08-30 15:04:08.950141
TAPAL INFUSIONS STRAWBERRY & VANILLA GREEN TEA ,285.0,Teas,Al-Fateh,10 GM,2025-08-30 15:04:08.950141
LIFE STYLE LEMON GRASS TEA ,360.0,Teas,Al-Fateh,125 GM,2025-08-30 15:04:08.950141
PG TIPS TEA BAGS ORIGINAL ,1195.0,Teas,Al-Fateh,40PC BOX,2025-08-30 15:04:08.950141
AHMAD TEA BAGS ENERGY GRAPEFRUIT MATE & GUARANA SEED ,745.0,Teas,Al-Fateh,20S 30,2025-08-30 15:04:08.950141
CATHERINE SLIMING TEA CHRYSANTHEMUM ,1895.0,Teas,Al-Fateh,32 BAGS 165 GM,2025-08-30 15:04:08.950141
SAURKRAUTE ,1200.0,Teas,Al-Fateh,12,2025-08-30 15:04:08.950141
VITAL EASTERN TEA LEMON GREEN ,225.0,Teas,Al-Fateh,30 BAGS 45 GM,2025-08-30 15:04:08.950141
HEMANI TEA SLIM AND SMART ,320.0,Teas,Al-Fateh,20 BAGS 40 GM,2025-08-30 15:04:08.950141
HERB OREAL TURMERIC TEA BAGS ,365.0,Teas,Al-Fateh,20 PCS,2025-08-30 15:04:08.950141
TAPAL INFUSION ORANGE SPICE GREEN TEA ,285.0,Teas,Al-Fateh,10 GM,2025-08-30 15:04:08.950141
LIFESTYLE GREEN TEA MINT JAR ,330.0,Teas,Al-Fateh,125GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA EARL GREY ,1245.0,Teas,Al-Fateh,25 BAGS 40 GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA JASMINE ,1245.0,Teas,Al-Fateh,25 BAGS 45 GM BASIC,2025-08-30 15:04:08.950141
LIFESTYLE GREEN TEA CARDAMOM JAR ,330.0,Teas,Al-Fateh,125GM,2025-08-30 15:04:08.950141
TWININGS GREEN TEA PURE ,1495.0,Teas,Al-Fateh,25 BAGS 50 GM BASIC,2025-08-30 15:04:08.950141
